"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig"
"chr6-113493695-113494480",9.60730167568392e-05,1.57613975147347,0.134,0.047,1,"NS"
"chr5-151256867-151258492",9.64402286275998e-05,1.21932775053163,0.175,0.073,1,"NS"
"chr2-64391209-64392899",9.67298448875728e-05,1.83991475779145,0.059,0.015,1,"NS"
"chr15-78148683-78149934",9.70221882981424e-05,0.851182184783576,0.245,0.122,1,"NS"
"chr21-44957606-44959238",9.71097035065231e-05,1.55925634644706,0.121,0.039,1,"NS"
"chr10-24722569-24724968",9.72670848186838e-05,0.720820182386735,0.298,0.159,1,"NS"
"chr3-5644583-5646234",9.76005015218153e-05,1.52876555650267,0.115,0.039,1,"NS"
"chr1-244729444-244730979",9.76024064419224e-05,1.96027366612621,0.057,0.013,1,"NS"
"chr4-169069708-169071107",9.80508518613619e-05,1.34837096763171,0.126,0.046,1,"NS"
"chr1-148277795-148278505",9.82591339955961e-05,2.25322443261101,0.055,0.011,1,"NS"
"chr1-211559117-211560333",9.88916121564541e-05,1.69299220208572,0.096,0.029,1,"NS"
"chr5-34603929-34604655",9.89669184752189e-05,2.14582250148216,0.058,0.013,1,"NS"
"chr17-82205486-82206776",9.92972382141384e-05,1.20067906959558,0.136,0.056,1,"NS"
"chr1-229557884-229559533",9.93920143813058e-05,0.846515591041875,0.237,0.116,1,"NS"
"chr2-33660297-33661099",9.949502457733e-05,1.76457697116815,0.098,0.028,1,"NS"
"chr1-36148878-36151160",9.96598550354626e-05,0.655731229774657,0.349,0.198,1,"NS"
"chr4-41206905-41207865",9.96613162930797e-05,1.71032973350415,0.088,0.028,1,"NS"
"chr9-35517961-35519567",9.97244453646143e-05,1.64440019325437,0.105,0.036,1,"NS"
"chr5-154712303-154713296",0.000100399485005958,1.78182564403141,0.067,0.017,1,"NS"
"chr12-133079377-133081223",0.000100596529457517,0.735107480124446,0.321,0.176,1,"NS"
"chr10-103792523-103792970",0.0001006876766735,1.89765128369558,0.094,0.024,1,"NS"
"chr3-8629083-8629954",0.000101405009548462,1.45969176238311,0.121,0.041,1,"NS"
"chr15-31364286-31364862",0.00010149138073931,1.96941069687517,0.071,0.018,1,"NS"
"chr2-53864997-53865670",0.000101915073634286,1.83527978305836,0.058,0.016,1,"NS"
"chr7-5237179-5237682",0.00010199667210353,0.769557782269229,0.126,0.065,1,"NS"
"chr3-149384825-149385333",0.00010230830423312,1.90770708659043,0.075,0.02,1,"NS"
"chr10-43853897-43854569",0.000102546727529759,1.80273544190919,0.074,0.02,1,"NS"
"chr18-43034431-43035568",0.00010261456694069,1.6797753813433,0.09,0.026,1,"NS"
"chr14-90823546-90824102",0.000102778716032701,2.12003753344676,0.052,0.011,1,"NS"
"chr17-10210024-10211013",0.000102996962617466,1.59022874971495,0.099,0.032,1,"NS"
"chr1-204319182-204320788",0.000103072675472823,1.32656867797042,0.175,0.067,1,"NS"
"chr4-152988385-152989359",0.000103124296323817,1.49590108497073,0.142,0.047,1,"NS"
"chr8-65643487-65645348",0.000103243379993308,1.04589615462813,0.214,0.098,1,"NS"
"chr6-112557457-112558378",0.000103363363749378,2.20301053517417,0.056,0.011,1,"NS"
"chr2-9944107-9944771",0.000103558961163389,2.32272613699026,0.054,0.011,1,"NS"
"chr3-125062638-125063586",0.000103619048796604,1.600004688467,0.134,0.04,1,"NS"
"chr17-45201171-45202313",0.000103902992682923,1.57963406627562,0.101,0.033,1,"NS"
"chr7-117581782-117582754",0.000104138695229753,1.84154947288296,0.081,0.02,1,"NS"
"chr1-150535544-150536403",0.00010416309231583,1.48197589934445,0.147,0.051,1,"NS"
"chrX-386269-387554",0.000104562444452174,0.699521371150613,0.323,0.178,1,"NS"
"chr12-56635921-56637246",0.000104719272560295,0.979600973890612,0.221,0.1,1,"NS"
"chr13-79454907-79456380",0.000104821947959706,1.85941411192194,0.08,0.02,1,"NS"
"chr19-5913904-5916380",0.000104873976132936,1.38106399834354,0.138,0.049,1,"NS"
"chr9-86741027-86741835",0.000105096976839788,1.52419378844351,0.106,0.034,1,"NS"
"chr1-63611096-63613216",0.000105191411031542,1.52922425141015,0.092,0.028,1,"NS"
"chr7-149237606-149239948",0.000105207459671054,1.12390004696158,0.205,0.087,1,"NS"
"chr7-149369518-149370280",0.000105266577631802,2.23274363897348,0.066,0.015,1,"NS"
"chr5-124258766-124259735",0.000105426180677085,2.00449229842036,0.064,0.015,1,"NS"
"chr12-118138811-118139496",0.000105793400904607,1.77505562174867,0.057,0.017,1,"NS"
"chr7-159015148-159016177",0.000105847525873584,1.62055162394691,0.092,0.028,1,"NS"
"chr17-18946213-18947320",0.000106288599713768,1.54374549388501,0.109,0.037,1,"NS"
"chr12-51326865-51327383",0.000106597494267903,1.24825156049885,0.096,0.038,1,"NS"
"chr11-73269502-73270346",0.000106828052692871,1.25393912579863,0.137,0.054,1,"NS"
"chr7-48067252-48068273",0.000107702936183744,1.86063133401797,0.067,0.017,1,"NS"
"chr1-186374401-186376166",0.000107932712010263,0.686337412332951,0.348,0.195,1,"NS"
"chr6-30818168-30820501",0.000107972932462794,1.01082504782607,0.171,0.074,1,"NS"
"chr12-68635902-68636722",0.000108060672677901,1.82361781376667,0.068,0.019,1,"NS"
"chr16-46573242-46574153",0.000108651121186811,2.11176081698056,0.071,0.015,1,"NS"
"chr5-43017230-43019087",0.000108651536718746,1.07639749481312,0.143,0.061,1,"NS"
"chr1-33243991-33245158",0.000108902200634435,1.67692129328315,0.115,0.035,1,"NS"
"chr2-160304966-160305987",0.000109127018730595,1.83534585606742,0.066,0.019,1,"NS"
"chr3-69200055-69201032",0.000109273735633831,1.57680422829489,0.095,0.029,1,"NS"
"chr16-2223009-2224303",0.000109564666690503,0.727810894400923,0.284,0.15,1,"NS"
"chr1-214440570-214441503",0.00010966397699001,1.88981746104708,0.061,0.015,1,"NS"
"chr15-56886506-56887916",0.00011011508863425,0.753080134188866,0.28,0.146,1,"NS"
"chr1-116333204-116334420",0.000110524858029949,1.86337310006127,0.095,0.024,1,"NS"
"chr2-101971761-101973614",0.000110743170923083,1.39962080169761,0.133,0.049,1,"NS"
"chr10-33612019-33612920",0.00011108452399225,1.76974141207949,0.055,0.015,1,"NS"
"chr7-138007133-138009109",0.000111589678213873,1.37618203076234,0.146,0.052,1,"NS"
"chr13-73058456-73059870",0.00011168674738103,1.01241928945508,0.244,0.111,1,"NS"
"chr6-11392631-11393476",0.00011170649858949,1.69853528900431,0.082,0.022,1,"NS"
"chr7-74155512-74156263",0.000111942605621724,1.60934334819862,0.098,0.031,1,"NS"
"chr15-64872852-64873717",0.000112519996576334,-0.915821769062492,0.043,0.075,1,"NS"
"chr9-14250785-14251971",0.000112723207823755,2.299588922626,0.058,0.011,1,"NS"
"chr1-21930840-21931789",0.000113364534470247,1.66864287422062,0.079,0.022,1,"NS"
"chr9-33229249-33229725",0.000113568701808268,1.69174706753079,0.059,0.017,1,"NS"
"chr9-86464047-86465157",0.000113650533425856,1.71868574931192,0.096,0.03,1,"NS"
"chr1-40865985-40866956",0.000114041700577546,1.60700711054683,0.117,0.037,1,"NS"
"chr1-26093614-26095201",0.000114054911927154,1.09774004920386,0.198,0.082,1,"NS"
"chr7-48073955-48075106",0.000114607047769434,1.61542633724974,0.108,0.034,1,"NS"
"chr4-150077958-150079572",0.000114732448947606,-0.790386177065099,0.045,0.069,1,"NS"
"chr5-179054065-179055951",0.000115031738620312,1.6562906162497,0.097,0.028,1,"NS"
"chr15-74200214-74201378",0.000115138977569779,1.630880196634,0.103,0.033,1,"NS"
"chr19-38383031-38383581",0.000115690687456765,1.59837421503397,0.091,0.028,1,"NS"
"chr20-32797008-32798761",0.000116234863753462,2.14912341058916,0.063,0.015,1,"NS"
"chr11-9568629-9569512",0.000116701134364646,1.36674407610317,0.144,0.056,1,"NS"
"chr5-129094034-129095480",0.000116776557296594,1.17512224175777,0.164,0.066,1,"NS"
"chr13-106567118-106568365",0.000116822799947025,1.02754320281865,0.172,0.074,1,"NS"
"chr3-190694795-190695768",0.000117128730170033,1.93222697954623,0.052,0.013,1,"NS"
"chr3-120595460-120596805",0.000117184127518692,1.08374365576883,0.184,0.079,1,"NS"
"chr22-45688426-45689310",0.000117398795058025,1.92414800636447,0.079,0.02,1,"NS"
"chr3-196431225-196432910",0.000117428748872602,0.910762634874225,0.178,0.086,1,"NS"
"chr4-48340432-48342604",0.00011769159848991,0.702548426590225,0.341,0.189,1,"NS"
"chr11-19525256-19526394",0.000117831171698224,1.40014673261053,0.112,0.041,1,"NS"
"chr4-143358823-143359292",0.00011794379899237,1.91718901522697,0.062,0.016,1,"NS"
"chr16-58205334-58205958",0.000118066206853185,2.29620667261173,0.051,0.011,1,"NS"
"chr1-181135900-181136439",0.000118275827484322,1.44496291781159,0.084,0.029,1,"NS"
"chr13-30616711-30618505",0.000118283383015035,0.603489953144031,0.368,0.216,1,"NS"
"chr12-32896343-32897400",0.000118352429528608,1.1943837098529,0.187,0.075,1,"NS"
"chr14-64715299-64717423",0.000118422875435185,1.3454379218989,0.137,0.05,1,"NS"
"chr19-15097830-15099032",0.000118743848093945,1.41473857057376,0.149,0.054,1,"NS"
"chr11-77993967-77995274",0.000119263198422451,0.859473914674825,0.248,0.124,1,"NS"
"chr8-17386104-17387688",0.000119695606858776,1.41519467160349,0.145,0.052,1,"NS"
"chr6-84762660-84764912",0.000119736820177186,-0.817329374698971,0.044,0.072,1,"NS"
"chr1-202034257-202035632",0.000119738001377753,1.28826466763739,0.155,0.059,1,"NS"
"chr21-44858009-44859085",0.000119980910710561,1.89466913409853,0.082,0.021,1,"NS"
"chr19-679720-681171",0.000120168572430375,-0.342181085987822,0.262,0.272,1,"NS"
"chr12-122020850-122023051",0.000120856880170091,-0.677838890867565,0.041,0.057,1,"NS"
"chr19-52734342-52736107",0.000121122556099243,0.971550532553887,0.215,0.101,1,"NS"
"chr4-185395717-185397393",0.000121149750959258,0.650573539246974,0.322,0.18,1,"NS"
"chr7-73798917-73801102",0.000121179755677117,1.90438810146325,0.079,0.02,1,"NS"
"chr1-15616793-15619351",0.000121405881761036,0.723514720279165,0.325,0.176,1,"NS"
"chr19-17074237-17076601",0.000121554453890904,0.565821203648379,0.368,0.218,1,"NS"
"chr1-91913943-91914604",0.000121757392888348,1.9826814871994,0.093,0.024,1,"NS"
"chr10-61066775-61068205",0.000122102913737315,1.81244938813248,0.099,0.026,1,"NS"
"chr5-2779235-2781685",0.000122188195984106,1.45702158260216,0.145,0.05,1,"NS"
"chr6-83067378-83068386",0.000122273278926652,1.28211046333103,0.104,0.039,1,"NS"
"chr3-24318272-24319086",0.000122512855836259,1.9351305277012,0.077,0.02,1,"NS"
"chr19-53371560-53372595",0.000122833102717494,2.20697077332755,0.054,0.011,1,"NS"
"chr18-50650908-50651759",0.00012310852666181,1.8455979384675,0.081,0.021,1,"NS"
"chr8-20126610-20127265",0.000123187237564225,2.11093391717183,0.059,0.012,1,"NS"
"chr2-47649773-47650381",0.000123409459356733,2.46572833435227,0.05,0.008,1,"NS"
"chr6-11232058-11233105",0.000123508599000773,1.02060869904663,0.169,0.071,1,"NS"
"chr6-137823791-137824917",0.000123631340705908,1.32599332401473,0.147,0.055,1,"NS"
"chr2-238231153-238231815",0.000123668631610573,1.31441608971052,0.076,0.027,1,"NS"
"chr17-14744671-14745821",0.000123844658054748,1.48194457270719,0.111,0.037,1,"NS"
"chr20-53917117-53917703",0.000123887503776386,1.71782795469394,0.058,0.017,1,"NS"
"chr2-213151310-213152617",0.000124070383820164,0.997621801022446,0.21,0.098,1,"NS"
"chr8-47643940-47645554",0.000124367392570516,1.36372913848762,0.154,0.055,1,"NS"
"chr3-48433567-48434108",0.000124630094857056,1.83778587829506,0.079,0.022,1,"NS"
"chr11-737464-738505",0.000124902536459634,1.58634947757502,0.101,0.031,1,"NS"
"chr12-12926382-12927886",0.000124954345135596,1.45201986475942,0.088,0.03,1,"NS"
"chr19-39587284-39588541",0.000125104187081993,1.51982132619582,0.125,0.042,1,"NS"
"chr2-173872519-173874259",0.000125204242113582,1.67660677415588,0.093,0.029,1,"NS"
"chr22-50581850-50583784",0.00012527373067141,0.563372846069549,0.417,0.248,1,"NS"
"chr20-50215771-50216937",0.000125703347383418,1.71667096133327,0.083,0.024,1,"NS"
"chr15-75901912-75902543",0.00012570338290078,2.27686443136004,0.053,0.01,1,"NS"
"chr17-59105979-59107356",0.000125785410577327,0.767976899460834,0.295,0.154,1,"NS"
"chr1-159899697-159901282",0.000125975938711342,1.17285568531741,0.179,0.075,1,"NS"
"chr8-133264157-133265340",0.000126062391413675,1.64278800022666,0.099,0.031,1,"NS"
"chr3-131071957-131073227",0.000126178627684573,1.72285301299111,0.078,0.023,1,"NS"
"chr5-149062238-149064244",0.000126312732874338,1.18857647510946,0.224,0.093,1,"NS"
"chr3-48507220-48508129",0.00012634865541072,1.47421116174398,0.134,0.046,1,"NS"
"chr12-14208976-14209659",0.000126787857740103,2.19169776906775,0.051,0.01,1,"NS"
"chr15-65906321-65906793",0.000126833997356169,2.07829809507175,0.066,0.014,1,"NS"
"chr10-122112344-122113901",0.000126916034540393,-0.545964400228838,0.041,0.054,1,"NS"
"chr11-110092276-110093934",0.000126999226647649,-0.587115862420609,0.077,0.1,1,"NS"
"chr2-204824720-204825629",0.000127139819709285,2.06060363853235,0.078,0.019,1,"NS"
"chr15-63503029-63505754",0.000127223402523216,0.544712909633786,0.442,0.274,1,"NS"
"chr19-48398224-48399159",0.000127287877952411,-0.841714925673998,0.043,0.063,1,"NS"
"chr8-6913250-6913947",0.000127812380264861,2.03943344039729,0.076,0.018,1,"NS"
"chr8-38884644-38885678",0.000127869569991178,1.88105102151263,0.055,0.015,1,"NS"
"chr3-12252583-12254133",0.000128030911279299,1.59440518401073,0.096,0.03,1,"NS"
"chr7-91263449-91265590",0.000128347240672482,0.934996002173575,0.228,0.106,1,"NS"
"chr15-40228955-40230400",0.00012875467771602,1.40410179011152,0.118,0.041,1,"NS"
"chr4-128552609-128554411",0.000128927352514385,1.41843440513342,0.11,0.039,1,"NS"
"chr6-81534779-81535546",0.000128959681015757,1.99772900696651,0.078,0.02,1,"NS"
"chr1-29180963-29182286",0.000129031197345163,0.77672521739274,0.292,0.154,1,"NS"
"chr19-57890478-57891117",0.000129420109047971,2.32944225849334,0.051,0.01,1,"NS"
"chr17-27540130-27541029",0.000129713276619554,1.08674633197825,0.183,0.078,1,"NS"
"chr17-4795623-4796859",0.000129724995052283,1.06089019259033,0.141,0.063,1,"NS"
"chr12-14207615-14208630",0.000130284018601633,1.67888610772878,0.104,0.031,1,"NS"
"chr4-6986248-6987966",0.000130559259940012,0.792753913940191,0.234,0.123,1,"NS"
"chr12-47722143-47722836",0.000130829793199188,2.13161233957468,0.067,0.014,1,"NS"
"chr14-75554217-75554901",0.000131356818807749,2.13937362062841,0.056,0.012,1,"NS"
"chr11-34051099-34053604",0.000131613849626543,0.668287004045688,0.316,0.176,1,"NS"
"chr10-68617347-68618521",0.000131818711732167,1.8225478189485,0.08,0.021,1,"NS"
"chr6-154342754-154344313",0.000133027062650442,1.48484111491406,0.122,0.043,1,"NS"
"chr17-75688921-75689787",0.000133075822937429,1.57290607542829,0.119,0.038,1,"NS"
"chr16-30657593-30660104",0.000133280309330677,0.452053030059336,0.563,0.364,1,"NS"
"chr16-57807799-57808507",0.000133639604795679,1.302782414665,0.137,0.054,1,"NS"
"chr11-61091552-61092618",0.000133837262824423,-0.919628042086742,0.044,0.074,1,"NS"
"chr2-231565611-231566409",0.000134102362128029,2.30861341026502,0.067,0.014,1,"NS"
"chr11-118997488-118999250",0.000134198932741459,0.896640866076719,0.185,0.089,1,"NS"
"chr14-68727605-68728951",0.000134411767520713,2.25010129313104,0.054,0.011,1,"NS"
"chr22-38177725-38178413",0.000134471821788747,1.49860169205978,0.12,0.04,1,"NS"
"chr17-17027281-17028688",0.000134855752977278,1.39938200687987,0.137,0.048,1,"NS"
"chr1-204198310-204199416",0.000135737657685532,1.43701331691898,0.157,0.054,1,"NS"
"chr5-14849534-14851206",0.000135781775002227,1.73328756353957,0.088,0.027,1,"NS"
"chr22-31270890-31271817",0.000136301153908105,1.55818425417814,0.112,0.038,1,"NS"
"chr19-2528612-2529890",0.000136528867606333,1.39762072528786,0.17,0.063,1,"NS"
"chr7-155203016-155204638",0.00013667954340451,1.36628766020264,0.129,0.046,1,"NS"
"chr16-85353630-85355607",0.000136695196937737,1.31982524748793,0.19,0.072,1,"NS"
"chr8-95132797-95134818",0.000137378134527251,0.723384596575386,0.319,0.176,1,"NS"
"chr15-64885971-64886634",0.000137960400792067,1.51134251464076,0.111,0.039,1,"NS"
"chr6-96104348-96105195",0.000138038720396401,1.82168096556319,0.072,0.02,1,"NS"
"chr17-82888615-82891038",0.000138396995127796,1.26788637263297,0.189,0.077,1,"NS"
"chrX-111261758-111262729",0.00013855143671947,1.79186255426367,0.09,0.027,1,"NS"
"chr7-5590846-5592986",0.000138664783273435,-0.435013048669332,0.124,0.141,1,"NS"
"chr3-101723886-101725531",0.00013895416227686,1.04400024916922,0.152,0.067,1,"NS"
"chr14-104100227-104101381",0.000139022162097745,1.9072481080845,0.076,0.02,1,"NS"
"chr17-69326086-69327833",0.000139186904206825,1.04537158780745,0.218,0.092,1,"NS"
"chr1-28552323-28553890",0.000139297689196831,0.888860910359848,0.227,0.109,1,"NS"
"chr1-235366911-235368113",0.000139376145244145,1.05427100278286,0.208,0.091,1,"NS"
"chr7-74153376-74154112",0.000139561619928288,1.65937208935865,0.089,0.027,1,"NS"
"chr2-95031084-95032103",0.000139662920220713,2.13946675169619,0.058,0.012,1,"NS"
"chr9-6591569-6592700",0.000139677675161672,2.02703673279688,0.051,0.011,1,"NS"
"chr11-118869581-118871012",0.000139837525981786,1.14805303186606,0.147,0.059,1,"NS"
"chr22-46069748-46072380",0.000139896001203087,-0.447541927805416,0.155,0.18,1,"NS"
"chr9-87725382-87726690",0.000139896830028846,0.708432355400012,0.288,0.156,1,"NS"
"chrX-47232247-47233912",0.000140427970491834,0.896684629114262,0.215,0.102,1,"NS"
"chr9-136803910-136805122",0.000140506622347322,1.34580099452477,0.171,0.063,1,"NS"
"chr2-218395866-218396620",0.000140635112540268,0.761024754264436,0.282,0.151,1,"NS"
"chr19-51804658-51805253",0.000140765855215052,1.7920352507533,0.082,0.022,1,"NS"
"chr6-72950087-72950739",0.000140874966786439,2.42583405308561,0.051,0.009,1,"NS"
"chr1-119895740-119896617",0.000140954696171368,2.12782800666047,0.055,0.011,1,"NS"
"chr16-15034595-15035925",0.000140963715092576,1.47383185283535,0.108,0.035,1,"NS"
"chr12-111645031-111645841",0.000140999376013835,2.16013710201391,0.072,0.016,1,"NS"
"chr22-46634754-46636008",0.000141077536317535,1.52423106604196,0.067,0.023,1,"NS"
"chr20-2084373-2085143",0.000141604983969242,2.02321887535318,0.061,0.014,1,"NS"
"chr5-148965272-148966551",0.000141891538035914,1.49631624056154,0.109,0.038,1,"NS"
"chr10-5461974-5462927",0.000142188533120421,1.55563930697892,0.133,0.044,1,"NS"
"chr16-4309301-4310256",0.000142419862670681,1.18469716888002,0.156,0.068,1,"NS"
"chr16-68457704-68458790",0.000142574050419355,2.10044846250509,0.059,0.014,1,"NS"
"chr3-127808974-127810094",0.000142814686703015,1.62810344350785,0.093,0.029,1,"NS"
"chr16-81143568-81144631",0.000143034461570306,1.43675689234353,0.156,0.055,1,"NS"
"chr4-138886943-138888825",0.00014321380067958,1.72982022974004,0.07,0.021,1,"NS"
"chr12-79799117-79800228",0.000143636270470328,1.86123473241005,0.066,0.018,1,"NS"
"chr18-47975567-47976285",0.000143682283332413,1.92136531611066,0.07,0.015,1,"NS"
"chr20-768196-769009",0.000143821640392011,1.79489396900403,0.086,0.024,1,"NS"
"chr11-126365392-126367410",0.000144164303941385,1.5026537644263,0.095,0.032,1,"NS"
"chr1-116218260-116220389",0.000144658880572948,1.51620028951199,0.132,0.042,1,"NS"
"chr13-24511969-24512987",0.000144681967061944,1.05955288751105,0.115,0.05,1,"NS"
"chr3-125594591-125596201",0.000145074500727797,0.746611852866583,0.272,0.145,1,"NS"
"chr5-178113025-178114744",0.000145571163957576,1.2017869559025,0.184,0.073,1,"NS"
"chr16-85471689-85472434",0.000146397659395072,1.94786372576519,0.081,0.021,1,"NS"
"chr14-61484930-61486360",0.000146483287671748,1.42223117656309,0.11,0.041,1,"NS"
"chr9-5437335-5438808",0.000146748169124165,0.898925218244458,0.216,0.109,1,"NS"
"chr8-55905871-55907524",0.000147047301347579,1.50355587015945,0.108,0.039,1,"NS"
"chr3-31891868-31892907",0.000147107377882897,1.55360736965576,0.109,0.034,1,"NS"
"chr15-51375492-51376435",0.000147244543704745,1.47359459426291,0.132,0.046,1,"NS"
"chr6-143396777-143398046",0.000147374800081366,1.50543958413462,0.125,0.044,1,"NS"
"chr7-23022083-23022807",0.000147450143990802,1.84495888094703,0.083,0.024,1,"NS"
"chr4-53644291-53645337",0.000148161013179635,2.0513304261337,0.058,0.013,1,"NS"
"chr5-66963442-66964057",0.000148256439969319,1.65804226207122,0.09,0.027,1,"NS"
"chr16-28924116-28925955",0.00014835488196725,0.715816151816829,0.372,0.201,1,"NS"
"chr2-20080069-20081363",0.000148856859165818,1.42332667141051,0.142,0.052,1,"NS"
"chr21-36077460-36078163",0.000149678063622938,1.43533478088592,0.123,0.044,1,"NS"
"chr2-236642306-236643287",0.000149963996683909,1.80040490632082,0.086,0.025,1,"NS"
"chr17-58740684-58741677",0.00015011028702399,1.66331809415067,0.101,0.032,1,"NS"
"chr6-100880492-100881849",0.000150568277322644,1.05985642486425,0.158,0.07,1,"NS"
"chr3-16728443-16729759",0.000150601879354053,1.41682337095754,0.108,0.038,1,"NS"
"chr2-20500717-20501577",0.000150619133042735,1.54817921734974,0.092,0.029,1,"NS"
"chr4-38666919-38667516",0.000150649358532894,1.09617914177761,0.134,0.056,1,"NS"
"chr14-102441362-102443141",0.000150847256159921,1.10345799778911,0.188,0.083,1,"NS"
"chr11-2526834-2527309",0.000150958385995284,-1.18562781062821,0.027,0.052,1,"NS"
"chr22-36052330-36053214",0.000151248724213053,1.84638788376264,0.093,0.025,1,"NS"
"chr4-128347317-128347827",0.000151283843876099,2.33470868934127,0.054,0.011,1,"NS"
"chr16-380810-382396",0.000151329032127097,-0.155085423636995,0.222,0.204,1,"NS"
"chr19-29404343-29405509",0.000151555011280446,2.32870092985141,0.058,0.011,1,"NS"
"chr2-148020030-148021861",0.000151607791172945,0.823219711378921,0.257,0.13,1,"NS"
"chr3-98521972-98523243",0.000151774647605746,0.807787272323356,0.228,0.12,1,"NS"
"chr13-46617077-46618406",0.000152070313361378,1.40094792615839,0.124,0.044,1,"NS"
"chr5-17361077-17361819",0.00015289454992765,2.10379433744082,0.054,0.012,1,"NS"
"chr17-78899050-78899901",0.000153022924013043,1.23577934906901,0.197,0.08,1,"NS"
"chr5-127871063-127872110",0.000153033027788907,2.14438566150151,0.071,0.015,1,"NS"
"chr3-35498511-35499269",0.00015306973841283,1.81691855677618,0.088,0.024,1,"NS"
"chr15-98727324-98728740",0.000153729773313504,1.60881429645924,0.114,0.033,1,"NS"
"chr18-11972170-11973064",0.000154176023334454,1.81788431281173,0.088,0.024,1,"NS"
"chr2-108448282-108449947",0.000154566222950084,0.861575949594632,0.212,0.101,1,"NS"
"chr19-23273222-23274990",0.000154675087828834,1.37603268043475,0.115,0.04,1,"NS"
"chr6-6856333-6857761",0.000155120554550575,0.951388294349569,0.259,0.124,1,"NS"
"chr13-21139829-21141106",0.000155389347423687,0.903787945510953,0.21,0.102,1,"NS"
"chr14-67429380-67430270",0.000156202883376793,1.79678114034385,0.103,0.029,1,"NS"
"chr19-48169415-48171057",0.00015623664000806,0.724571905191916,0.266,0.144,1,"NS"
"chr15-42889891-42891391",0.000156692040015227,1.42292620010492,0.146,0.054,1,"NS"
"chr3-197487799-197488176",0.00015672649792971,2.49436102265219,0.052,0.009,1,"NS"
"chr9-99221139-99222673",0.000157362552073759,0.954983787923597,0.187,0.089,1,"NS"
"chr3-132978410-132979868",0.000157647915505427,1.4578293357158,0.134,0.049,1,"NS"
"chr5-173778751-173779322",0.000157860536485667,2.13815472525508,0.05,0.011,1,"NS"
"chr7-73742280-73743413",0.000158472873169274,1.27504199607701,0.189,0.069,1,"NS"
"chr2-108652166-108652997",0.000160123304598368,1.32269910334879,0.116,0.042,1,"NS"
"chr7-137624389-137625630",0.000160234402631429,1.68095735085758,0.075,0.023,1,"NS"
"chr15-48877488-48878598",0.000160438610013621,1.0419092059134,0.168,0.072,1,"NS"
"chr2-41840270-41841520",0.000160797647623571,-0.582076721627581,0.052,0.065,1,"NS"
"chr7-158818245-158819106",0.000161328284695794,1.13792261522544,0.199,0.083,1,"NS"
"chr6-45949001-45949760",0.000161382599456367,1.55097085322503,0.124,0.039,1,"NS"
"chr10-3825177-3825628",0.000161633101619209,1.98917655333329,0.061,0.015,1,"NS"
"chr8-89983311-89984826",0.00016176516055886,0.761492609056767,0.229,0.122,1,"NS"
"chr15-90162091-90163407",0.000161931021756642,1.68600551902661,0.094,0.029,1,"NS"
"chr6-8434798-8436206",0.000162190327204525,1.09279523604461,0.149,0.063,1,"NS"
"chr13-110285964-110287681",0.000163147190857164,1.49142322065273,0.139,0.049,1,"NS"
"chr5-64767958-64769243",0.000163303384919039,1.34309354184823,0.106,0.037,1,"NS"
"chr1-40898263-40899986",0.000164107169501901,1.37552813737976,0.171,0.063,1,"NS"
"chr13-36761657-36762493",0.000164357430803307,1.96381646895088,0.063,0.015,1,"NS"
"chr8-141227578-141228804",0.000164701279642428,1.42622751727858,0.144,0.047,1,"NS"
"chr14-71720957-71722168",0.000165277794319568,2.31423628865985,0.053,0.01,1,"NS"
"chr8-124780969-124781812",0.000165344606724551,1.37033649284254,0.128,0.046,1,"NS"
"chr21-39763155-39764232",0.000165578357074331,2.02226542288844,0.067,0.015,1,"NS"
"chr15-70180856-70182360",0.000165944695381167,1.4418947178829,0.125,0.042,1,"NS"
"chr8-66190418-66191314",0.00016605664862194,1.3512786846777,0.158,0.061,1,"NS"
"chr1-110393177-110394253",0.000166239035516824,1.66486752695211,0.11,0.033,1,"NS"
"chr6-17389263-17390595",0.000166387048512988,1.51873214217528,0.136,0.047,1,"NS"
"chr10-8206497-8207200",0.000166420256281232,2.14063067226122,0.052,0.011,1,"NS"
"chr7-151686810-151688187",0.000166631454897023,1.28604917889053,0.172,0.065,1,"NS"
"chr4-6763160-6763884",0.000166789018469531,1.56926110958599,0.106,0.035,1,"NS"
"chr18-9100757-9103079",0.000166919597734695,0.703705271839409,0.254,0.137,1,"NS"
"chr2-156331826-156334945",0.000166948804490573,0.595441000210869,0.311,0.179,1,"NS"
"chr12-69971742-69972745",0.000167382118995982,1.69385562005356,0.102,0.03,1,"NS"
"chr6-24394593-24395377",0.000167591968313656,1.96885784145122,0.065,0.016,1,"NS"
"chr1-8702804-8703697",0.000167787482742696,0.899652812689429,0.199,0.101,1,"NS"
"chr16-11741843-11743875",0.000168110967840081,0.633587019111715,0.368,0.208,1,"NS"
"chr1-42859044-42860915",0.000168369456564329,1.45663324423142,0.126,0.046,1,"NS"
"chr11-116354592-116355392",0.00016881189004925,1.43773737154769,0.121,0.042,1,"NS"
"chr16-75090890-75091238",0.000168844825220401,2.03885093801583,0.05,0.012,1,"NS"
"chr5-34770576-34771450",0.000168921184319779,1.53993738478634,0.104,0.034,1,"NS"
"chr3-46429177-46430067",0.000169349412724303,1.86979169253449,0.07,0.02,1,"NS"
"chr8-11853177-11854349",0.000169718982774798,1.156641405703,0.149,0.063,1,"NS"
"chr4-24597754-24598526",0.000169953457495349,1.68407012234166,0.09,0.028,1,"NS"
